,subid,uuid,gender,test_trial,age_in_years,option1,option2,trial_audio,selected_image,lang,parent_mask,peer_mask,own_mask
331,58819,46dcdc4d-0959-4794-bdf9-57173a9f6037,na,20-null,4.42739726,sad2_2,happy2,Happy_1_pause_2,option1,en ko es,Often,Often,Rarely
332,58819,46dcdc4d-0959-4794-bdf9-57173a9f6037,na,21-null,4.42739726,happy3_2,sad1_2,Sad_2_pause_2,option1,en ko es,Often,Often,Rarely
333,58819,46dcdc4d-0959-4794-bdf9-57173a9f6037,na,22-null,4.42739726,scared3,happy3_2,Happy_2_pause_2,option1,en ko es,Often,Often,Rarely
334,58819,46dcdc4d-0959-4794-bdf9-57173a9f6037,na,23-null,4.42739726,happy6,scared6,Scared_2_pause_2,option1,en ko es,Often,Often,Rarely
335,58819,46dcdc4d-0959-4794-bdf9-57173a9f6037,na,24-null,4.42739726,scared1,sad4,Scared_2_pause_2,option1,en ko es,Often,Often,Rarely
336,58819,46dcdc4d-0959-4794-bdf9-57173a9f6037,na,25-null,4.42739726,angry3,happy4,Angry_2_pause_2,option2,en ko es,Often,Often,Rarely
337,58819,46dcdc4d-0959-4794-bdf9-57173a9f6037,na,26-null,4.42739726,sad2_2,scared1,Sad_1_pause_2,option2,en ko es,Often,Often,Rarely
338,58819,46dcdc4d-0959-4794-bdf9-57173a9f6037,na,27-null,4.42739726,scared4,happy1,Scared_1_pause_2,option2,en ko es,Often,Often,Rarely
339,58819,46dcdc4d-0959-4794-bdf9-57173a9f6037,na,28-null,4.42739726,scared5,happy1,Happy_1_pause_2,I_dont_know,en ko es,Often,Often,Rarely
340,58819,46dcdc4d-0959-4794-bdf9-57173a9f6037,na,29-null,4.42739726,angry6,scared2,Scared_1_pause_2,I_dont_know,en ko es,Often,Often,Rarely
341,58819,46dcdc4d-0959-4794-bdf9-57173a9f6037,na,30-null,4.42739726,scared6,sad5,Sad_2_pause_2,option2,en ko es,Often,Often,Rarely
342,58819,46dcdc4d-0959-4794-bdf9-57173a9f6037,na,31-null,4.42739726,sad3,angry5_2,Angry_2_pause_2,I_dont_know,en ko es,Often,Often,Rarely
343,58819,46dcdc4d-0959-4794-bdf9-57173a9f6037,na,32-null,4.42739726,angry2,happy4,Happy_2_pause_2,I_dont_know,en ko es,Often,Often,Rarely
344,58819,46dcdc4d-0959-4794-bdf9-57173a9f6037,na,33-null,4.42739726,scared5,angry3,Scared_1_pause_2,I_dont_know,en ko es,Often,Often,Rarely
345,58819,46dcdc4d-0959-4794-bdf9-57173a9f6037,na,34-null,4.42739726,happy2,angry6,Angry_1_pause_2,I_dont_know,en ko es,Often,Often,Rarely
346,58825,3051572c-1d05-4ff1-9d2d-cd6154f49182,na,11-null,2.876712329,scared5,happy5,Scared_2_pause_2,option1,en fr cmn es,Often,Often,Often
347,58825,3051572c-1d05-4ff1-9d2d-cd6154f49182,na,12-null,2.876712329,happy6,scared3,Scared_1_pause_2,option2,en fr cmn es,Often,Often,Often
348,58825,3051572c-1d05-4ff1-9d2d-cd6154f49182,na,13-null,2.876712329,scared6,angry6,Angry_2_pause_2,option2,en fr cmn es,Often,Often,Often
349,58825,3051572c-1d05-4ff1-9d2d-cd6154f49182,na,14-null,2.876712329,sad6,happy4,Sad_1_pause_2,option1,en fr cmn es,Often,Often,Often
350,58825,3051572c-1d05-4ff1-9d2d-cd6154f49182,na,16-null,2.876712329,angry1_2,happy1,Angry_1_pause_2,option1,en fr cmn es,Often,Often,Often
351,58825,3051572c-1d05-4ff1-9d2d-cd6154f49182,na,17-null,2.876712329,angry2,scared2,Scared_1_pause_2,option2,en fr cmn es,Often,Often,Often
352,58825,3051572c-1d05-4ff1-9d2d-cd6154f49182,na,18-null,2.876712329,happy2,angry6,Happy_1_pause_2,option1,en fr cmn es,Often,Often,Often
353,58825,3051572c-1d05-4ff1-9d2d-cd6154f49182,na,19-null,2.876712329,sad5,angry2,Angry_2_pause_2,option2,en fr cmn es,Often,Often,Often
354,58825,3051572c-1d05-4ff1-9d2d-cd6154f49182,na,20-null,2.876712329,sad2_2,angry1_2,Sad_2_pause_2,option2,en fr cmn es,Often,Often,Often
355,58825,3051572c-1d05-4ff1-9d2d-cd6154f49182,na,21-null,2.876712329,scared4,sad3,Scared_1_pause_2,option1,en fr cmn es,Often,Often,Often
356,58825,3051572c-1d05-4ff1-9d2d-cd6154f49182,na,22-null,2.876712329,sad3,scared2,Sad_2_pause_2,option1,en fr cmn es,Often,Often,Often
357,58825,3051572c-1d05-4ff1-9d2d-cd6154f49182,na,23-null,2.876712329,scared6,sad2_2,Scared_2_pause_2,option1,en fr cmn es,Often,Often,Often
358,58825,3051572c-1d05-4ff1-9d2d-cd6154f49182,na,24-null,2.876712329,happy1,scared1,Happy_1_pause_2,option1,en fr cmn es,Often,Often,Often
359,58825,3051572c-1d05-4ff1-9d2d-cd6154f49182,na,25-null,2.876712329,scared1,angry3,Scared_2_pause_2,option1,en fr cmn es,Often,Often,Often
360,58825,3051572c-1d05-4ff1-9d2d-cd6154f49182,na,26-null,2.876712329,happy3_2,angry3,Angry_1_pause_2,option2,en fr cmn es,Often,Often,Often
361,58825,3051572c-1d05-4ff1-9d2d-cd6154f49182,na,27-null,2.876712329,angry5_2,sad1_2,Angry_2_pause_2,option1,en fr cmn es,Often,Often,Often
362,58825,3051572c-1d05-4ff1-9d2d-cd6154f49182,na,28-null,2.876712329,sad4,scared5,Sad_1_pause_2,I_dont_know,en fr cmn es,Often,Often,Often
363,58825,3051572c-1d05-4ff1-9d2d-cd6154f49182,na,29-null,2.876712329,sad1_2,angry5_2,Sad_1_pause_2,option1,en fr cmn es,Often,Often,Often
364,58825,3051572c-1d05-4ff1-9d2d-cd6154f49182,na,30-null,2.876712329,scared3,happy5,Happy_2_pause_2,option2,en fr cmn es,Often,Often,Often
365,58825,3051572c-1d05-4ff1-9d2d-cd6154f49182,na,31-null,2.876712329,angry4,happy4,Happy_2_pause_2,option1,en fr cmn es,Often,Often,Often
366,58825,3051572c-1d05-4ff1-9d2d-cd6154f49182,na,32-null,2.876712329,sad6,happy3_2,Happy_2_pause_2,option2,en fr cmn es,Often,Often,Often
367,58825,3051572c-1d05-4ff1-9d2d-cd6154f49182,na,33-null,2.876712329,angry4,scared4,Angry_1_pause_2,option1,en fr cmn es,Often,Often,Often
368,58825,3051572c-1d05-4ff1-9d2d-cd6154f49182,na,34-null,2.876712329,happy2,sad5,Sad_2_pause_2,option2,en fr cmn es,Often,Often,Often
369,58907,e60cf381-9133-4b11-986e-0c2f539c44ff,f,11-null,4.728767123,angry4,happy1,Angry_1_pause_2,option1,en,Often,Rarely,Sometimes
370,58907,e60cf381-9133-4b11-986e-0c2f539c44ff,f,12-null,4.728767123,sad1_2,scared6,Sad_1_pause_2,option1,en,Often,Rarely,Sometimes
371,58907,e60cf381-9133-4b11-986e-0c2f539c44ff,f,13-null,4.728767123,scared4,angry5_2,Scared_2_pause_2,option1,en,Often,Rarely,Sometimes
372,58907,e60cf381-9133-4b11-986e-0c2f539c44ff,f,14-null,4.728767123,angry3,sad2_2,Sad_2_pause_2,option2,en,Often,Rarely,Sometimes
373,58907,e60cf381-9133-4b11-986e-0c2f539c44ff,f,16-null,4.728767123,sad3,happy2,Sad_2_pause_2,option1,en,Often,Rarely,Sometimes
374,58907,e60cf381-9133-4b11-986e-0c2f539c44ff,f,17-null,4.728767123,scared5,sad5,Scared_2_pause_2,option1,en,Often,Rarely,Sometimes
375,58907,e60cf381-9133-4b11-986e-0c2f539c44ff,f,18-null,4.728767123,happy6,scared3,Happy_2_pause_2,option1,en,Often,Rarely,Sometimes
376,58907,e60cf381-9133-4b11-986e-0c2f539c44ff,f,19-null,4.728767123,angry2,sad4,Sad_1_pause_2,option2,en,Often,Rarely,Sometimes
377,58907,e60cf381-9133-4b11-986e-0c2f539c44ff,f,20-null,4.728767123,scared2,angry6,Scared_2_pause_2,option1,en,Often,Rarely,Sometimes
378,58907,e60cf381-9133-4b11-986e-0c2f539c44ff,f,21-null,4.728767123,happy1,angry1_2,Happy_2_pause_2,option1,en,Often,Rarely,Sometimes
379,58907,e60cf381-9133-4b11-986e-0c2f539c44ff,f,22-null,4.728767123,angry2,sad2_2,Angry_2_pause_2,option1,en,Often,Rarely,Sometimes
380,58907,e60cf381-9133-4b11-986e-0c2f539c44ff,f,23-null,4.728767123,happy2,angry4,Happy_1_pause_2,option1,en,Often,Rarely,Sometimes
381,58907,e60cf381-9133-4b11-986e-0c2f539c44ff,f,24-null,4.728767123,angry3,scared4,Angry_1_pause_2,option1,en,Often,Rarely,Sometimes
382,58907,e60cf381-9133-4b11-986e-0c2f539c44ff,f,25-null,4.728767123,happy5,angry1_2,Angry_2_pause_2,option2,en,Often,Rarely,Sometimes
383,58907,e60cf381-9133-4b11-986e-0c2f539c44ff,f,26-null,4.728767123,happy4,scared6,Scared_1_pause_2,option2,en,Often,Rarely,Sometimes
384,58907,e60cf381-9133-4b11-986e-0c2f539c44ff,f,27-null,4.728767123,sad1_2,scared3,Scared_1_pause_2,option2,en,Often,Rarely,Sometimes
385,58907,e60cf381-9133-4b11-986e-0c2f539c44ff,f,28-null,4.728767123,sad5,scared1,Sad_2_pause_2,option1,en,Often,Rarely,Sometimes
386,58907,e60cf381-9133-4b11-986e-0c2f539c44ff,f,29-null,4.728767123,scared2,happy3_2,Happy_1_pause_2,option2,en,Often,Rarely,Sometimes
387,58907,e60cf381-9133-4b11-986e-0c2f539c44ff,f,30-null,4.728767123,happy5,sad3,Happy_1_pause_2,option1,en,Often,Rarely,Sometimes
388,58907,e60cf381-9133-4b11-986e-0c2f539c44ff,f,31-null,4.728767123,scared1,happy3_2,Scared_1_pause_2,option1,en,Often,Rarely,Sometimes
389,58907,e60cf381-9133-4b11-986e-0c2f539c44ff,f,32-null,4.728767123,sad4,happy4,Happy_2_pause_2,option2,en,Often,Rarely,Sometimes
390,58907,e60cf381-9133-4b11-986e-0c2f539c44ff,f,33-null,4.728767123,sad6,angry5_2,Angry_2_pause_2,option2,en,Often,Rarely,Sometimes
391,58907,e60cf381-9133-4b11-986e-0c2f539c44ff,f,34-null,4.728767123,angry6,scared5,Angry_1_pause_2,option1,en,Often,Rarely,Sometimes
392,58987,178c99d1-0ee5-4f48-a2c9-09abea03695e,f,11-null,3.849315068,scared1,angry6,Angry_1_pause_2,option2,en,Always,Often,Often
393,58987,178c99d1-0ee5-4f48-a2c9-09abea03695e,f,12-null,3.849315068,happy1,scared5,Happy_1_pause_2,option1,en,Always,Often,Often
394,58987,178c99d1-0ee5-4f48-a2c9-09abea03695e,f,13-null,3.849315068,scared3,sad5,Scared_2_pause_2,option1,en,Always,Often,Often
395,58987,178c99d1-0ee5-4f48-a2c9-09abea03695e,f,14-null,3.849315068,happy5,scared2,Scared_2_pause_2,option2,en,Always,Often,Often
396,58987,178c99d1-0ee5-4f48-a2c9-09abea03695e,f,16-null,3.849315068,scared2,angry3,Angry_2_pause_2,option2,en,Always,Often,Often
397,58987,178c99d1-0ee5-4f48-a2c9-09abea03695e,f,17-null,3.849315068,sad4,happy6,Happy_2_pause_2,option2,en,Always,Often,Often
398,58987,178c99d1-0ee5-4f48-a2c9-09abea03695e,f,18-null,3.849315068,happy2,angry5_2,Happy_1_pause_2,option1,en,Always,Often,Often
399,58987,178c99d1-0ee5-4f48-a2c9-09abea03695e,f,19-null,3.849315068,angry6,scared5,Scared_1_pause_2,option2,en,Always,Often,Often
400,58987,178c99d1-0ee5-4f48-a2c9-09abea03695e,f,20-null,3.849315068,sad1_2,angry1_2,Angry_2_pause_2,option2,en,Always,Often,Often
401,58987,178c99d1-0ee5-4f48-a2c9-09abea03695e,f,21-null,3.849315068,happy2,sad6,Sad_2_pause_2,option2,en,Always,Often,Often
402,58987,178c99d1-0ee5-4f48-a2c9-09abea03695e,f,22-null,3.849315068,scared4,angry3,Scared_2_pause_2,option1,en,Always,Often,Often
403,58987,178c99d1-0ee5-4f48-a2c9-09abea03695e,f,23-null,3.849315068,happy3_2,angry1_2,Happy_2_pause_2,option1,en,Always,Often,Often
404,58987,178c99d1-0ee5-4f48-a2c9-09abea03695e,f,24-null,3.849315068,angry2,sad3,Sad_1_pause_2,option2,en,Always,Often,Often
405,58987,178c99d1-0ee5-4f48-a2c9-09abea03695e,f,25-null,3.849315068,angry4,sad1_2,Sad_1_pause_2,option2,en,Always,Often,Often
406,58987,178c99d1-0ee5-4f48-a2c9-09abea03695e,f,26-null,3.849315068,happy6,angry5_2,Angry_1_pause_2,option2,en,Always,Often,Often
407,58987,178c99d1-0ee5-4f48-a2c9-09abea03695e,f,27-null,3.849315068,sad2_2,happy1,Sad_1_pause_2,option1,en,Always,Often,Often
408,58987,178c99d1-0ee5-4f48-a2c9-09abea03695e,f,28-null,3.849315068,sad3,angry4,Angry_1_pause_2,option2,en,Always,Often,Often
409,58987,178c99d1-0ee5-4f48-a2c9-09abea03695e,f,29-null,3.849315068,sad5,scared4,Sad_2_pause_2,option1,en,Always,Often,Often
410,58987,178c99d1-0ee5-4f48-a2c9-09abea03695e,f,30-null,3.849315068,scared6,sad2_2,Scared_1_pause_2,option1,en,Always,Often,Often
411,58987,178c99d1-0ee5-4f48-a2c9-09abea03695e,f,31-null,3.849315068,sad6,happy5,Happy_2_pause_2,option2,en,Always,Often,Often
412,58987,178c99d1-0ee5-4f48-a2c9-09abea03695e,f,32-null,3.849315068,happy3_2,angry2,Angry_2_pause_2,option2,en,Always,Often,Often
413,58987,178c99d1-0ee5-4f48-a2c9-09abea03695e,f,33-null,3.849315068,scared6,sad4,Sad_2_pause_2,option2,en,Always,Often,Often
414,58987,178c99d1-0ee5-4f48-a2c9-09abea03695e,f,34-null,3.849315068,happy4,scared3,Happy_1_pause_2,option1,en,Always,Often,Often
415,58993,a796c26b-192d-467a-8789-423c64d8508d,m,11-null,2.312328767,angry3,scared1,Scared_1_pause_2,option1,en,Often,Often,Rarely
416,58993,a796c26b-192d-467a-8789-423c64d8508d,m,12-null,2.312328767,scared5,angry1_2,Angry_1_pause_2,option1,en,Often,Often,Rarely
417,58993,a796c26b-192d-467a-8789-423c64d8508d,m,13-null,2.312328767,sad6,scared2,Scared_2_pause_2,option2,en,Often,Often,Rarely
418,58993,a796c26b-192d-467a-8789-423c64d8508d,m,14-null,2.312328767,scared5,happy5,Scared_2_pause_2,option1,en,Often,Often,Rarely
419,58993,a796c26b-192d-467a-8789-423c64d8508d,m,16-null,2.312328767,angry4,happy4,Angry_2_pause_2,option1,en,Often,Often,Rarely
420,58993,a796c26b-192d-467a-8789-423c64d8508d,m,17-null,2.312328767,happy2,scared6,Happy_2_pause_2,option1,en,Often,Often,Rarely
421,58993,a796c26b-192d-467a-8789-423c64d8508d,m,18-null,2.312328767,sad1_2,happy6,Sad_1_pause_2,option1,en,Often,Often,Rarely
422,58993,a796c26b-192d-467a-8789-423c64d8508d,m,19-null,2.312328767,happy3_2,sad1_2,Happy_2_pause_2,option1,en,Often,Often,Rarely
423,58993,a796c26b-192d-467a-8789-423c64d8508d,m,20-null,2.312328767,happy5,angry5_2,Happy_1_pause_2,option1,en,Often,Often,Rarely
424,58993,a796c26b-192d-467a-8789-423c64d8508d,m,21-null,2.312328767,angry4,sad6,Sad_2_pause_2,option2,en,Often,Often,Rarely
425,58993,a796c26b-192d-467a-8789-423c64d8508d,m,22-null,2.312328767,angry2,sad3,Angry_2_pause_2,option1,en,Often,Often,Rarely
426,58993,a796c26b-192d-467a-8789-423c64d8508d,m,23-null,2.312328767,angry5_2,happy3_2,Angry_1_pause_2,option1,en,Often,Often,Rarely
427,58993,a796c26b-192d-467a-8789-423c64d8508d,m,24-null,2.312328767,scared4,angry6,Scared_1_pause_2,option1,en,Often,Often,Rarely
428,58993,a796c26b-192d-467a-8789-423c64d8508d,m,25-null,2.312328767,scared1,sad2_2,Sad_1_pause_2,option1,en,Often,Often,Rarely
429,58993,a796c26b-192d-467a-8789-423c64d8508d,m,26-null,2.312328767,angry3,scared4,Angry_1_pause_2,option1,en,Often,Often,Rarely
430,58993,a796c26b-192d-467a-8789-423c64d8508d,m,27-null,2.312328767,angry2,happy4,Happy_1_pause_2,option2,en,Often,Often,Rarely
431,58993,a796c26b-192d-467a-8789-423c64d8508d,m,28-null,2.312328767,scared2,sad5,Sad_2_pause_2,option2,en,Often,Often,Rarely
432,58993,a796c26b-192d-467a-8789-423c64d8508d,m,29-null,2.312328767,sad2_2,angry6,Angry_2_pause_2,I_dont_know,en,Often,Often,Rarely
433,58993,a796c26b-192d-467a-8789-423c64d8508d,m,30-null,2.312328767,happy1,scared3,Happy_2_pause_2,option1,en,Often,Often,Rarely
434,58993,a796c26b-192d-467a-8789-423c64d8508d,m,31-null,2.312328767,sad5,scared6,Scared_1_pause_2,option2,en,Often,Often,Rarely
435,58993,a796c26b-192d-467a-8789-423c64d8508d,m,32-null,2.312328767,happy2,scared3,Scared_2_pause_2,option2,en,Often,Often,Rarely
436,58993,a796c26b-192d-467a-8789-423c64d8508d,m,33-null,2.312328767,happy1,sad4,Sad_2_pause_2,option2,en,Often,Often,Rarely
437,58993,a796c26b-192d-467a-8789-423c64d8508d,m,34-null,2.312328767,angry1_2,sad3,Sad_1_pause_2,option2,en,Often,Often,Rarely
438,58998,9ff25b29-4935-4296-8e24-2bd6241b3fd2,m,11-null,4.750684932,scared3,happy2,Happy_1_pause_2,option2,en,Sometimes,Always,Sometimes
439,58998,9ff25b29-4935-4296-8e24-2bd6241b3fd2,m,12-null,4.750684932,happy6,scared4,Happy_2_pause_2,option1,en,Sometimes,Always,Sometimes
440,58998,9ff25b29-4935-4296-8e24-2bd6241b3fd2,m,13-null,4.750684932,angry5_2,happy5,Angry_1_pause_2,option1,en,Sometimes,Always,Sometimes
441,58998,9ff25b29-4935-4296-8e24-2bd6241b3fd2,m,14-null,4.750684932,happy4,sad2_2,Happy_1_pause_2,option1,en,Sometimes,Always,Sometimes
442,58998,9ff25b29-4935-4296-8e24-2bd6241b3fd2,m,16-null,4.750684932,sad4,scared3,Scared_1_pause_2,option2,en,Sometimes,Always,Sometimes
443,58998,9ff25b29-4935-4296-8e24-2bd6241b3fd2,m,17-null,4.750684932,angry2,scared1,Angry_2_pause_2,option1,en,Sometimes,Always,Sometimes
444,58998,9ff25b29-4935-4296-8e24-2bd6241b3fd2,m,18-null,4.750684932,scared5,sad1_2,Sad_1_pause_2,option2,en,Sometimes,Always,Sometimes
445,58998,9ff25b29-4935-4296-8e24-2bd6241b3fd2,m,19-null,4.750684932,happy1,sad1_2,Happy_2_pause_2,option1,en,Sometimes,Always,Sometimes
446,58998,9ff25b29-4935-4296-8e24-2bd6241b3fd2,m,20-null,4.750684932,scared6,angry6,Scared_2_pause_2,option1,en,Sometimes,Always,Sometimes
447,58998,9ff25b29-4935-4296-8e24-2bd6241b3fd2,m,21-null,4.750684932,sad3,scared1,Scared_1_pause_2,option2,en,Sometimes,Always,Sometimes
448,58998,9ff25b29-4935-4296-8e24-2bd6241b3fd2,m,22-null,4.750684932,angry2,sad2_2,Sad_2_pause_2,option2,en,Sometimes,Always,Sometimes
449,58998,9ff25b29-4935-4296-8e24-2bd6241b3fd2,m,23-null,4.750684932,sad6,angry4,Angry_1_pause_2,option2,en,Sometimes,Always,Sometimes
450,58998,9ff25b29-4935-4296-8e24-2bd6241b3fd2,m,24-null,4.750684932,angry1_2,scared5,Scared_1_pause_2,option2,en,Sometimes,Always,Sometimes
451,58998,9ff25b29-4935-4296-8e24-2bd6241b3fd2,m,25-null,4.750684932,angry3,happy5,Happy_2_pause_2,option2,en,Sometimes,Always,Sometimes
452,58998,9ff25b29-4935-4296-8e24-2bd6241b3fd2,m,26-null,4.750684932,sad6,happy3_2,Sad_1_pause_2,option1,en,Sometimes,Always,Sometimes
453,58998,9ff25b29-4935-4296-8e24-2bd6241b3fd2,m,27-null,4.750684932,happy2,scared4,Scared_2_pause_2,option2,en,Sometimes,Always,Sometimes
454,58998,9ff25b29-4935-4296-8e24-2bd6241b3fd2,m,28-null,4.750684932,sad3,angry5_2,Sad_2_pause_2,option1,en,Sometimes,Always,Sometimes
455,58998,9ff25b29-4935-4296-8e24-2bd6241b3fd2,m,29-null,4.750684932,scared2,sad4,Sad_2_pause_2,option2,en,Sometimes,Always,Sometimes
456,58998,9ff25b29-4935-4296-8e24-2bd6241b3fd2,m,30-null,4.750684932,scared6,angry6,Angry_2_pause_2,option2,en,Sometimes,Always,Sometimes
457,58998,9ff25b29-4935-4296-8e24-2bd6241b3fd2,m,31-null,4.750684932,happy4,angry1_2,Angry_2_pause_2,option2,en,Sometimes,Always,Sometimes
458,58998,9ff25b29-4935-4296-8e24-2bd6241b3fd2,m,32-null,4.750684932,angry3,sad5,Angry_1_pause_2,option1,en,Sometimes,Always,Sometimes
459,58998,9ff25b29-4935-4296-8e24-2bd6241b3fd2,m,33-null,4.750684932,happy3_2,angry4,Happy_1_pause_2,option1,en,Sometimes,Always,Sometimes
460,58998,9ff25b29-4935-4296-8e24-2bd6241b3fd2,m,34-null,4.750684932,scared2,happy1,Scared_2_pause_2,option1,en,Sometimes,Always,Sometimes
461,59000,853f06e6-569d-468f-a9e3-e27d75ce4920,f,11-null,3.830136986,angry5_2,happy1,Happy_1_pause_2,option2,en,Always,Rarely,Always
462,59000,853f06e6-569d-468f-a9e3-e27d75ce4920,f,12-null,3.830136986,happy1,scared4,Scared_2_pause_2,option2,en,Always,Rarely,Always
463,59000,853f06e6-569d-468f-a9e3-e27d75ce4920,f,13-null,3.830136986,sad3,happy6,Sad_1_pause_2,option1,en,Always,Rarely,Always
464,59000,853f06e6-569d-468f-a9e3-e27d75ce4920,f,14-null,3.830136986,sad3,angry1_2,Angry_2_pause_2,option2,en,Always,Rarely,Always
465,59000,853f06e6-569d-468f-a9e3-e27d75ce4920,f,16-null,3.830136986,sad1_2,scared6,Scared_1_pause_2,option2,en,Always,Rarely,Always
466,59000,853f06e6-569d-468f-a9e3-e27d75ce4920,f,17-null,3.830136986,scared1,angry5_2,Angry_2_pause_2,option2,en,Always,Rarely,Always
467,59000,853f06e6-569d-468f-a9e3-e27d75ce4920,f,18-null,3.830136986,sad4,happy3_2,Happy_1_pause_2,option2,en,Always,Rarely,Always
468,59000,853f06e6-569d-468f-a9e3-e27d75ce4920,f,19-null,3.830136986,sad6,scared2,Scared_2_pause_2,option2,en,Always,Rarely,Always
469,59000,853f06e6-569d-468f-a9e3-e27d75ce4920,f,20-null,3.830136986,scared1,angry4,Scared_1_pause_2,option1,en,Always,Rarely,Always
470,59000,853f06e6-569d-468f-a9e3-e27d75ce4920,f,21-null,3.830136986,happy6,sad5,Happy_2_pause_2,option1,en,Always,Rarely,Always
471,59000,853f06e6-569d-468f-a9e3-e27d75ce4920,f,22-null,3.830136986,scared5,happy5,Scared_1_pause_2,option1,en,Always,Rarely,Always
472,59000,853f06e6-569d-468f-a9e3-e27d75ce4920,f,23-null,3.830136986,sad2_2,scared5,Sad_2_pause_2,option1,en,Always,Rarely,Always
473,59000,853f06e6-569d-468f-a9e3-e27d75ce4920,f,24-null,3.830136986,scared3,angry4,Angry_1_pause_2,option2,en,Always,Rarely,Always
474,59000,853f06e6-569d-468f-a9e3-e27d75ce4920,f,25-null,3.830136986,sad1_2,scared6,Sad_2_pause_2,option1,en,Always,Rarely,Always
475,59000,853f06e6-569d-468f-a9e3-e27d75ce4920,f,26-null,3.830136986,happy2,angry2,Angry_2_pause_2,option2,en,Always,Rarely,Always
476,59000,853f06e6-569d-468f-a9e3-e27d75ce4920,f,27-null,3.830136986,scared2,happy4,Happy_2_pause_2,option2,en,Always,Rarely,Always
477,59000,853f06e6-569d-468f-a9e3-e27d75ce4920,f,28-null,3.830136986,happy2,angry1_2,Happy_1_pause_2,option1,en,Always,Rarely,Always
478,59000,853f06e6-569d-468f-a9e3-e27d75ce4920,f,29-null,3.830136986,sad6,angry3,Sad_2_pause_2,option1,en,Always,Rarely,Always
479,59000,853f06e6-569d-468f-a9e3-e27d75ce4920,f,30-null,3.830136986,sad5,angry2,Sad_1_pause_2,option1,en,Always,Rarely,Always
480,59000,853f06e6-569d-468f-a9e3-e27d75ce4920,f,31-null,3.830136986,angry6,sad2_2,Angry_1_pause_2,option1,en,Always,Rarely,Always
481,59000,853f06e6-569d-468f-a9e3-e27d75ce4920,f,32-null,3.830136986,scared3,angry6,Scared_2_pause_2,option1,en,Always,Rarely,Always
482,59000,853f06e6-569d-468f-a9e3-e27d75ce4920,f,33-null,3.830136986,sad4,happy4,Sad_1_pause_2,option1,en,Always,Rarely,Always
483,59000,853f06e6-569d-468f-a9e3-e27d75ce4920,f,34-null,3.830136986,scared4,happy5,Happy_2_pause_2,option2,en,Always,Rarely,Always
484,59002,6cefdeab-1551-4034-b4c0-faea126b821f,m,11-null,2.863013699,angry3,sad2_2,Sad_2_pause_2,option2,en nl,Often,Often,Often
485,59002,6cefdeab-1551-4034-b4c0-faea126b821f,m,12-null,2.863013699,angry1_2,sad1_2,Sad_1_pause_2,option2,en nl,Often,Often,Often
486,59002,6cefdeab-1551-4034-b4c0-faea126b821f,m,13-null,2.863013699,scared2,happy6,Scared_1_pause_2,option1,en nl,Often,Often,Often
487,59002,6cefdeab-1551-4034-b4c0-faea126b821f,m,14-null,2.863013699,scared3,sad3,Sad_2_pause_2,option2,en nl,Often,Often,Often
488,59002,6cefdeab-1551-4034-b4c0-faea126b821f,m,16-null,2.863013699,angry1_2,scared2,Angry_2_pause_2,I_dont_know,en nl,Often,Often,Often
489,59002,6cefdeab-1551-4034-b4c0-faea126b821f,m,17-null,2.863013699,scared1,happy6,Happy_1_pause_2,option2,en nl,Often,Often,Often
490,59002,6cefdeab-1551-4034-b4c0-faea126b821f,m,18-null,2.863013699,angry6,scared4,Angry_2_pause_2,option1,en nl,Often,Often,Often
491,59002,6cefdeab-1551-4034-b4c0-faea126b821f,m,19-null,2.863013699,angry5_2,scared5,Scared_1_pause_2,option1,en nl,Often,Often,Often
492,59002,6cefdeab-1551-4034-b4c0-faea126b821f,m,20-null,2.863013699,angry2,sad5,Angry_1_pause_2,option1,en nl,Often,Often,Often
493,59002,6cefdeab-1551-4034-b4c0-faea126b821f,m,21-null,2.863013699,happy1,sad5,Sad_2_pause_2,option2,en nl,Often,Often,Often
494,59002,6cefdeab-1551-4034-b4c0-faea126b821f,m,22-null,2.863013699,scared6,sad4,Scared_1_pause_2,option1,en nl,Often,Often,Often
495,59002,6cefdeab-1551-4034-b4c0-faea126b821f,m,23-null,2.863013699,happy5,sad3,Happy_1_pause_2,option1,en nl,Often,Often,Often
496,59002,6cefdeab-1551-4034-b4c0-faea126b821f,m,24-null,2.863013699,angry4,happy3_2,Happy_2_pause_2,option2,en nl,Often,Often,Often
497,59002,6cefdeab-1551-4034-b4c0-faea126b821f,m,25-null,2.863013699,scared4,sad1_2,Scared_2_pause_2,option1,en nl,Often,Often,Often
498,59002,6cefdeab-1551-4034-b4c0-faea126b821f,m,26-null,2.863013699,sad6,happy5,Sad_1_pause_2,option1,en nl,Often,Often,Often
499,59002,6cefdeab-1551-4034-b4c0-faea126b821f,m,27-null,2.863013699,happy1,angry6,Happy_2_pause_2,option1,en nl,Often,Often,Often
500,59002,6cefdeab-1551-4034-b4c0-faea126b821f,m,28-null,2.863013699,happy2,sad2_2,Happy_1_pause_2,I_dont_know,en nl,Often,Often,Often
501,59002,6cefdeab-1551-4034-b4c0-faea126b821f,m,29-null,2.863013699,sad4,scared6,Sad_1_pause_2,option1,en nl,Often,Often,Often
502,59002,6cefdeab-1551-4034-b4c0-faea126b821f,m,30-null,2.863013699,angry5_2,happy2,Angry_1_pause_2,option1,en nl,Often,Often,Often
