,subid,uuid,gender,test_trial,age_in_years,option1,option2,trial_audio,selected_image,lang,parent_mask,peer_mask,own_mask
162,58704,09a8b048-e0f9-4415-97bd-6e090de97c90,f,11-null,4.328767123,happy6,angry4,Angry_2_pause_2,option2,en,Sometimes,Sometimes,Sometimes
163,58704,09a8b048-e0f9-4415-97bd-6e090de97c90,f,12-null,4.328767123,scared6,sad4,Scared_1_pause_2,option1,en,Sometimes,Sometimes,Sometimes
164,58704,09a8b048-e0f9-4415-97bd-6e090de97c90,f,13-null,4.328767123,angry6,scared1,Angry_1_pause_2,option1,en,Sometimes,Sometimes,Sometimes
165,58704,09a8b048-e0f9-4415-97bd-6e090de97c90,f,14-null,4.328767123,scared2,happy2,Happy_2_pause_2,option2,en,Sometimes,Sometimes,Sometimes
166,58704,09a8b048-e0f9-4415-97bd-6e090de97c90,f,16-null,4.328767123,sad6,scared3,Sad_2_pause_2,option1,en,Sometimes,Sometimes,Sometimes
167,58704,09a8b048-e0f9-4415-97bd-6e090de97c90,f,17-null,4.328767123,happy3_2,sad2_2,Happy_2_pause_2,option1,en,Sometimes,Sometimes,Sometimes
168,58704,09a8b048-e0f9-4415-97bd-6e090de97c90,f,18-null,4.328767123,scared1,angry3,Scared_2_pause_2,option1,en,Sometimes,Sometimes,Sometimes
169,58704,09a8b048-e0f9-4415-97bd-6e090de97c90,f,19-null,4.328767123,sad2_2,happy5,Sad_2_pause_2,option1,en,Sometimes,Sometimes,Sometimes
170,58704,09a8b048-e0f9-4415-97bd-6e090de97c90,f,20-null,4.328767123,sad3,happy4,Sad_2_pause_2,option1,en,Sometimes,Sometimes,Sometimes
171,58704,09a8b048-e0f9-4415-97bd-6e090de97c90,f,21-null,4.328767123,sad5,scared2,Scared_1_pause_2,option2,en,Sometimes,Sometimes,Sometimes
172,58704,09a8b048-e0f9-4415-97bd-6e090de97c90,f,22-null,4.328767123,happy3_2,angry1_2,Angry_1_pause_2,option2,en,Sometimes,Sometimes,Sometimes
173,58704,09a8b048-e0f9-4415-97bd-6e090de97c90,f,23-null,4.328767123,angry3,scared6,Angry_1_pause_2,option1,en,Sometimes,Sometimes,Sometimes
174,58704,09a8b048-e0f9-4415-97bd-6e090de97c90,f,24-null,4.328767123,happy1,scared5,Scared_1_pause_2,option2,en,Sometimes,Sometimes,Sometimes
175,58704,09a8b048-e0f9-4415-97bd-6e090de97c90,f,25-null,4.328767123,scared4,sad1_2,Sad_1_pause_2,option2,en,Sometimes,Sometimes,Sometimes
176,58704,09a8b048-e0f9-4415-97bd-6e090de97c90,f,26-null,4.328767123,angry4,happy1,Happy_1_pause_2,option2,en,Sometimes,Sometimes,Sometimes
177,58704,09a8b048-e0f9-4415-97bd-6e090de97c90,f,27-null,4.328767123,happy4,scared5,Happy_1_pause_2,option1,en,Sometimes,Sometimes,Sometimes
178,58704,09a8b048-e0f9-4415-97bd-6e090de97c90,f,28-null,4.328767123,angry1_2,sad4,Sad_1_pause_2,option2,en,Sometimes,Sometimes,Sometimes
179,58704,09a8b048-e0f9-4415-97bd-6e090de97c90,f,29-null,4.328767123,happy6,sad6,Happy_2_pause_2,option1,en,Sometimes,Sometimes,Sometimes
180,58704,09a8b048-e0f9-4415-97bd-6e090de97c90,f,30-null,4.328767123,sad5,angry6,Sad_1_pause_2,option1,en,Sometimes,Sometimes,Sometimes
181,58704,09a8b048-e0f9-4415-97bd-6e090de97c90,f,31-null,4.328767123,happy5,angry2,Happy_1_pause_2,option1,en,Sometimes,Sometimes,Sometimes
182,58704,09a8b048-e0f9-4415-97bd-6e090de97c90,f,32-null,4.328767123,angry5_2,scared4,Scared_2_pause_2,option2,en,Sometimes,Sometimes,Sometimes
183,58704,09a8b048-e0f9-4415-97bd-6e090de97c90,f,33-null,4.328767123,happy2,scared3,Scared_2_pause_2,option2,en,Sometimes,Sometimes,Sometimes
184,58704,09a8b048-e0f9-4415-97bd-6e090de97c90,f,34-null,4.328767123,sad1_2,angry2,Angry_2_pause_2,option2,en,Sometimes,Sometimes,Sometimes
185,58720,56616bce-7313-4262-a47a-d8f7e623b7e5,f,11-null,4.857534247,sad2_2,angry5_2,Sad_1_pause_2,option1,en,Often,Often,Often
186,58720,56616bce-7313-4262-a47a-d8f7e623b7e5,f,12-null,4.857534247,happy1,angry4,Happy_2_pause_2,option1,en,Often,Often,Often
187,58720,56616bce-7313-4262-a47a-d8f7e623b7e5,f,13-null,4.857534247,angry3,happy4,Angry_2_pause_2,option1,en,Often,Often,Often
188,58720,56616bce-7313-4262-a47a-d8f7e623b7e5,f,14-null,4.857534247,happy2,scared5,Scared_2_pause_2,option2,en,Often,Often,Often
189,58720,56616bce-7313-4262-a47a-d8f7e623b7e5,f,16-null,4.857534247,scared2,angry4,Angry_1_pause_2,option2,en,Often,Often,Often
190,58720,56616bce-7313-4262-a47a-d8f7e623b7e5,f,17-null,4.857534247,scared6,angry6,Angry_1_pause_2,option2,en,Often,Often,Often
191,58720,56616bce-7313-4262-a47a-d8f7e623b7e5,f,18-null,4.857534247,sad5,angry1_2,Sad_1_pause_2,option1,en,Often,Often,Often
192,58720,56616bce-7313-4262-a47a-d8f7e623b7e5,f,19-null,4.857534247,happy6,angry5_2,Angry_1_pause_2,option2,en,Often,Often,Often
193,58720,56616bce-7313-4262-a47a-d8f7e623b7e5,f,20-null,4.857534247,scared4,sad4,Sad_1_pause_2,option2,en,Often,Often,Often
194,58720,56616bce-7313-4262-a47a-d8f7e623b7e5,f,21-null,4.857534247,angry6,scared2,Scared_1_pause_2,option2,en,Often,Often,Often
195,58720,56616bce-7313-4262-a47a-d8f7e623b7e5,f,22-null,4.857534247,sad3,angry1_2,Angry_2_pause_2,option2,en,Often,Often,Often
196,58720,56616bce-7313-4262-a47a-d8f7e623b7e5,f,23-null,4.857534247,angry3,happy3_2,Happy_1_pause_2,option2,en,Often,Often,Often
197,58720,56616bce-7313-4262-a47a-d8f7e623b7e5,f,24-null,4.857534247,happy3_2,sad1_2,Sad_2_pause_2,option2,en,Often,Often,Often
198,58720,56616bce-7313-4262-a47a-d8f7e623b7e5,f,25-null,4.857534247,angry2,scared1,Scared_1_pause_2,option2,en,Often,Often,Often
199,58720,56616bce-7313-4262-a47a-d8f7e623b7e5,f,26-null,4.857534247,happy6,scared3,Happy_2_pause_2,option1,en,Often,Often,Often
200,58720,56616bce-7313-4262-a47a-d8f7e623b7e5,f,27-null,4.857534247,sad6,scared1,Sad_2_pause_2,option1,en,Often,Often,Often
201,58720,56616bce-7313-4262-a47a-d8f7e623b7e5,f,28-null,4.857534247,happy5,scared5,Happy_1_pause_2,option1,en,Often,Often,Often
202,58720,56616bce-7313-4262-a47a-d8f7e623b7e5,f,29-null,4.857534247,sad3,happy1,Sad_2_pause_2,option1,en,Often,Often,Often
203,58720,56616bce-7313-4262-a47a-d8f7e623b7e5,f,30-null,4.857534247,happy2,sad5,Happy_1_pause_2,option1,en,Often,Often,Often
204,58720,56616bce-7313-4262-a47a-d8f7e623b7e5,f,31-null,4.857534247,scared4,sad4,Scared_1_pause_2,option1,en,Often,Often,Often
205,58720,56616bce-7313-4262-a47a-d8f7e623b7e5,f,32-null,4.857534247,sad2_2,happy4,Happy_2_pause_2,option2,en,Often,Often,Often
206,58720,56616bce-7313-4262-a47a-d8f7e623b7e5,f,33-null,4.857534247,scared3,sad6,Scared_2_pause_2,option1,en,Often,Often,Often
207,58720,56616bce-7313-4262-a47a-d8f7e623b7e5,f,34-null,4.857534247,angry2,sad1_2,Angry_2_pause_2,option1,en,Often,Often,Often
208,58722,63f8814b-43b1-4a9b-b70a-358abd4c925c,m,11-null,2.632876712,happy3_2,scared4,Happy_2_pause_2,option1,en,Sometimes,Rarely,Rarely
209,58722,63f8814b-43b1-4a9b-b70a-358abd4c925c,m,12-null,2.632876712,sad6,scared4,Scared_1_pause_2,option1,en,Sometimes,Rarely,Rarely
210,58722,63f8814b-43b1-4a9b-b70a-358abd4c925c,m,13-null,2.632876712,angry6,sad2_2,Sad_2_pause_2,option2,en,Sometimes,Rarely,Rarely
211,58722,63f8814b-43b1-4a9b-b70a-358abd4c925c,m,14-null,2.632876712,angry4,scared6,Angry_2_pause_2,option1,en,Sometimes,Rarely,Rarely
212,58722,63f8814b-43b1-4a9b-b70a-358abd4c925c,m,16-null,2.632876712,happy5,sad5,Happy_1_pause_2,option1,en,Sometimes,Rarely,Rarely
213,58722,63f8814b-43b1-4a9b-b70a-358abd4c925c,m,17-null,2.632876712,scared2,sad5,Sad_2_pause_2,option2,en,Sometimes,Rarely,Rarely
214,58722,63f8814b-43b1-4a9b-b70a-358abd4c925c,m,18-null,2.632876712,scared1,angry4,Scared_2_pause_2,option2,en,Sometimes,Rarely,Rarely
215,58722,63f8814b-43b1-4a9b-b70a-358abd4c925c,m,19-null,2.632876712,happy1,scared3,Happy_1_pause_2,option1,en,Sometimes,Rarely,Rarely
216,58722,63f8814b-43b1-4a9b-b70a-358abd4c925c,m,20-null,2.632876712,angry3,sad3,Angry_1_pause_2,option1,en,Sometimes,Rarely,Rarely
217,58722,63f8814b-43b1-4a9b-b70a-358abd4c925c,m,21-null,2.632876712,sad4,angry2,Angry_1_pause_2,option2,en,Sometimes,Rarely,Rarely
218,58722,63f8814b-43b1-4a9b-b70a-358abd4c925c,m,22-null,2.632876712,angry1_2,happy3_2,Angry_2_pause_2,option1,en,Sometimes,Rarely,Rarely
219,58722,63f8814b-43b1-4a9b-b70a-358abd4c925c,m,23-null,2.632876712,angry6,happy1,Angry_2_pause_2,option1,en,Sometimes,Rarely,Rarely
220,58722,63f8814b-43b1-4a9b-b70a-358abd4c925c,m,24-null,2.632876712,happy6,angry1_2,Happy_1_pause_2,option1,en,Sometimes,Rarely,Rarely
221,58722,63f8814b-43b1-4a9b-b70a-358abd4c925c,m,25-null,2.632876712,angry2,happy2,Happy_2_pause_2,option1,en,Sometimes,Rarely,Rarely
222,58722,63f8814b-43b1-4a9b-b70a-358abd4c925c,m,26-null,2.632876712,scared1,angry5_2,Angry_1_pause_2,option2,en,Sometimes,Rarely,Rarely
223,58722,63f8814b-43b1-4a9b-b70a-358abd4c925c,m,27-null,2.632876712,sad1_2,scared6,Scared_2_pause_2,option2,en,Sometimes,Rarely,Rarely
224,58722,63f8814b-43b1-4a9b-b70a-358abd4c925c,m,28-null,2.632876712,happy6,scared2,Scared_1_pause_2,option2,en,Sometimes,Rarely,Rarely
225,58722,63f8814b-43b1-4a9b-b70a-358abd4c925c,m,29-null,2.632876712,scared5,sad3,Sad_1_pause_2,option2,en,Sometimes,Rarely,Rarely
226,58722,63f8814b-43b1-4a9b-b70a-358abd4c925c,m,30-null,2.632876712,sad4,angry5_2,Sad_2_pause_2,option1,en,Sometimes,Rarely,Rarely
227,58722,63f8814b-43b1-4a9b-b70a-358abd4c925c,m,31-null,2.632876712,scared3,angry3,Scared_2_pause_2,option1,en,Sometimes,Rarely,Rarely
228,58722,63f8814b-43b1-4a9b-b70a-358abd4c925c,m,32-null,2.632876712,sad2_2,happy4,Happy_2_pause_2,option2,en,Sometimes,Rarely,Rarely
229,58722,63f8814b-43b1-4a9b-b70a-358abd4c925c,m,33-null,2.632876712,sad1_2,happy5,Sad_1_pause_2,I_dont_know,en,Sometimes,Rarely,Rarely
230,58722,63f8814b-43b1-4a9b-b70a-358abd4c925c,m,34-null,2.632876712,sad6,happy2,Sad_1_pause_2,option1,en,Sometimes,Rarely,Rarely
231,58727,6636b771-e2c3-46b4-8516-e2d563030e58,f,11-null,3.471232877,angry3,happy3_2,Happy_2_pause_2,option2,en,Rarely,Rarely,Never
232,58727,6636b771-e2c3-46b4-8516-e2d563030e58,f,12-null,3.471232877,angry2,scared2,Angry_2_pause_2,option1,en,Rarely,Rarely,Never
233,58727,6636b771-e2c3-46b4-8516-e2d563030e58,f,13-null,3.471232877,scared5,happy5,Scared_2_pause_2,option1,en,Rarely,Rarely,Never
234,58727,6636b771-e2c3-46b4-8516-e2d563030e58,f,14-null,3.471232877,sad6,happy1,Happy_1_pause_2,option2,en,Rarely,Rarely,Never
235,58727,6636b771-e2c3-46b4-8516-e2d563030e58,f,16-null,3.471232877,scared1,sad3,Sad_2_pause_2,option2,en,Rarely,Rarely,Never
236,58727,6636b771-e2c3-46b4-8516-e2d563030e58,f,17-null,3.471232877,scared1,angry6,Scared_1_pause_2,option1,en,Rarely,Rarely,Never
237,58727,6636b771-e2c3-46b4-8516-e2d563030e58,f,18-null,3.471232877,angry1_2,sad3,Angry_2_pause_2,option1,en,Rarely,Rarely,Never
238,58727,6636b771-e2c3-46b4-8516-e2d563030e58,f,19-null,3.471232877,angry5_2,sad1_2,Sad_1_pause_2,option2,en,Rarely,Rarely,Never
239,58727,6636b771-e2c3-46b4-8516-e2d563030e58,f,20-null,3.471232877,sad1_2,happy5,Happy_1_pause_2,option2,en,Rarely,Rarely,Never
240,58727,6636b771-e2c3-46b4-8516-e2d563030e58,f,21-null,3.471232877,scared2,happy3_2,Scared_1_pause_2,option1,en,Rarely,Rarely,Never
241,58727,6636b771-e2c3-46b4-8516-e2d563030e58,f,22-null,3.471232877,scared6,sad4,Scared_1_pause_2,option1,en,Rarely,Rarely,Never
242,58727,6636b771-e2c3-46b4-8516-e2d563030e58,f,23-null,3.471232877,happy2,angry1_2,Happy_2_pause_2,option1,en,Rarely,Rarely,Never
243,58727,6636b771-e2c3-46b4-8516-e2d563030e58,f,24-null,3.471232877,scared4,angry4,Angry_1_pause_2,option2,en,Rarely,Rarely,Never
244,58727,6636b771-e2c3-46b4-8516-e2d563030e58,f,25-null,3.471232877,scared3,angry4,Scared_2_pause_2,option1,en,Rarely,Rarely,Never
245,58727,6636b771-e2c3-46b4-8516-e2d563030e58,f,26-null,3.471232877,scared6,sad5,Sad_1_pause_2,option2,en,Rarely,Rarely,Never
246,58727,6636b771-e2c3-46b4-8516-e2d563030e58,f,27-null,3.471232877,happy4,sad2_2,Sad_2_pause_2,option2,en,Rarely,Rarely,Never
247,58727,6636b771-e2c3-46b4-8516-e2d563030e58,f,28-null,3.471232877,angry6,happy1,Angry_2_pause_2,option1,en,Rarely,Rarely,Never
248,58727,6636b771-e2c3-46b4-8516-e2d563030e58,f,29-null,3.471232877,angry3,sad5,Angry_1_pause_2,option1,en,Rarely,Rarely,Never
249,58727,6636b771-e2c3-46b4-8516-e2d563030e58,f,30-null,3.471232877,sad6,angry2,Sad_1_pause_2,option1,en,Rarely,Rarely,Never
250,58727,6636b771-e2c3-46b4-8516-e2d563030e58,f,31-null,3.471232877,happy6,scared3,Happy_2_pause_2,option1,en,Rarely,Rarely,Never
251,58727,6636b771-e2c3-46b4-8516-e2d563030e58,f,32-null,3.471232877,angry5_2,happy6,Angry_1_pause_2,option1,en,Rarely,Rarely,Never
252,58727,6636b771-e2c3-46b4-8516-e2d563030e58,f,33-null,3.471232877,sad2_2,scared4,Scared_2_pause_2,option2,en,Rarely,Rarely,Never
253,58727,6636b771-e2c3-46b4-8516-e2d563030e58,f,34-null,3.471232877,happy2,sad4,Sad_2_pause_2,option2,en,Rarely,Rarely,Never
254,58743,46db5e74-449b-4a7d-b3ee-6d65d5877826,m,11-null,4.698630137,happy3_2,angry1_2,Happy_2_pause_2,option1,en ml,Often,Often,Always
255,58743,46db5e74-449b-4a7d-b3ee-6d65d5877826,m,12-null,4.698630137,happy3_2,angry6,Angry_2_pause_2,option2,en ml,Often,Often,Always
256,58743,46db5e74-449b-4a7d-b3ee-6d65d5877826,m,13-null,4.698630137,angry6,scared4,Scared_2_pause_2,option2,en ml,Often,Often,Always
257,58743,46db5e74-449b-4a7d-b3ee-6d65d5877826,m,14-null,4.698630137,sad3,scared5,Scared_1_pause_2,option2,en ml,Often,Often,Always
258,58743,46db5e74-449b-4a7d-b3ee-6d65d5877826,m,16-null,4.698630137,scared5,sad5,Sad_1_pause_2,option2,en ml,Often,Often,Always
259,58743,46db5e74-449b-4a7d-b3ee-6d65d5877826,m,17-null,4.698630137,scared3,happy2,Scared_1_pause_2,option1,en ml,Often,Often,Always
260,58743,46db5e74-449b-4a7d-b3ee-6d65d5877826,m,18-null,4.698630137,sad6,angry1_2,Angry_2_pause_2,option2,en ml,Often,Often,Always
261,58743,46db5e74-449b-4a7d-b3ee-6d65d5877826,m,19-null,4.698630137,happy1,sad2_2,Sad_2_pause_2,option2,en ml,Often,Often,Always
262,58743,46db5e74-449b-4a7d-b3ee-6d65d5877826,m,20-null,4.698630137,sad4,happy1,Happy_1_pause_2,option2,en ml,Often,Often,Always
263,58743,46db5e74-449b-4a7d-b3ee-6d65d5877826,m,21-null,4.698630137,sad3,angry2,Sad_1_pause_2,option1,en ml,Often,Often,Always
264,58743,46db5e74-449b-4a7d-b3ee-6d65d5877826,m,22-null,4.698630137,angry4,happy6,Angry_1_pause_2,option1,en ml,Often,Often,Always
265,58743,46db5e74-449b-4a7d-b3ee-6d65d5877826,m,23-null,4.698630137,happy6,angry5_2,Happy_2_pause_2,option1,en ml,Often,Often,Always
266,58743,46db5e74-449b-4a7d-b3ee-6d65d5877826,m,24-null,4.698630137,happy5,scared6,Happy_1_pause_2,option1,en ml,Often,Often,Always
267,58743,46db5e74-449b-4a7d-b3ee-6d65d5877826,m,25-null,4.698630137,happy4,scared2,Happy_1_pause_2,option1,en ml,Often,Often,Always
268,58743,46db5e74-449b-4a7d-b3ee-6d65d5877826,m,26-null,4.698630137,scared6,happy5,Scared_2_pause_2,option1,en ml,Often,Often,Always
269,58743,46db5e74-449b-4a7d-b3ee-6d65d5877826,m,27-null,4.698630137,angry5_2,sad1_2,Angry_1_pause_2,option1,en ml,Often,Often,Always
270,58743,46db5e74-449b-4a7d-b3ee-6d65d5877826,m,28-null,4.698630137,sad4,angry4,Sad_2_pause_2,option1,en ml,Often,Often,Always
271,58743,46db5e74-449b-4a7d-b3ee-6d65d5877826,m,29-null,4.698630137,scared3,angry3,Angry_2_pause_2,option2,en ml,Often,Often,Always
272,58743,46db5e74-449b-4a7d-b3ee-6d65d5877826,m,30-null,4.698630137,sad2_2,happy2,Happy_2_pause_2,option2,en ml,Often,Often,Always
273,58743,46db5e74-449b-4a7d-b3ee-6d65d5877826,m,31-null,4.698630137,scared1,sad1_2,Sad_1_pause_2,option2,en ml,Often,Often,Always
274,58743,46db5e74-449b-4a7d-b3ee-6d65d5877826,m,32-null,4.698630137,scared2,angry3,Scared_2_pause_2,option1,en ml,Often,Often,Always
275,58743,46db5e74-449b-4a7d-b3ee-6d65d5877826,m,33-null,4.698630137,angry2,scared4,Angry_1_pause_2,option1,en ml,Often,Often,Always
276,58743,46db5e74-449b-4a7d-b3ee-6d65d5877826,m,34-null,4.698630137,sad5,scared1,Scared_1_pause_2,option2,en ml,Often,Often,Always
277,58765,a08416a3-1d06-4d88-a6c6-f53fce8f3948,m,11-null,2.789041096,scared5,angry5_2,Angry_2_pause_2,option2,en,Often,Sometimes,Sometimes
278,58765,a08416a3-1d06-4d88-a6c6-f53fce8f3948,m,12-null,2.789041096,scared2,happy3_2,Scared_1_pause_2,option1,en,Often,Sometimes,Sometimes
279,58765,a08416a3-1d06-4d88-a6c6-f53fce8f3948,m,13-null,2.789041096,scared6,sad3,Scared_2_pause_2,option1,en,Often,Sometimes,Sometimes
280,58765,a08416a3-1d06-4d88-a6c6-f53fce8f3948,m,14-null,2.789041096,scared4,sad5,Sad_1_pause_2,option1,en,Often,Sometimes,Sometimes
281,58765,a08416a3-1d06-4d88-a6c6-f53fce8f3948,m,16-null,2.789041096,scared3,angry2,Scared_2_pause_2,option2,en,Often,Sometimes,Sometimes
282,58765,a08416a3-1d06-4d88-a6c6-f53fce8f3948,m,17-null,2.789041096,scared3,angry6,Angry_1_pause_2,option1,en,Often,Sometimes,Sometimes
283,58765,a08416a3-1d06-4d88-a6c6-f53fce8f3948,m,18-null,2.789041096,angry2,happy1,Angry_1_pause_2,option1,en,Often,Sometimes,Sometimes
284,58765,a08416a3-1d06-4d88-a6c6-f53fce8f3948,m,19-null,2.789041096,scared1,sad4,Scared_1_pause_2,option1,en,Often,Sometimes,Sometimes
285,58765,a08416a3-1d06-4d88-a6c6-f53fce8f3948,m,20-null,2.789041096,angry3,sad6,Angry_2_pause_2,option1,en,Often,Sometimes,Sometimes
286,58765,a08416a3-1d06-4d88-a6c6-f53fce8f3948,m,21-null,2.789041096,sad6,angry5_2,Sad_1_pause_2,option1,en,Often,Sometimes,Sometimes
287,58765,a08416a3-1d06-4d88-a6c6-f53fce8f3948,m,22-null,2.789041096,sad5,angry4,Angry_1_pause_2,option2,en,Often,Sometimes,Sometimes
288,58765,a08416a3-1d06-4d88-a6c6-f53fce8f3948,m,23-null,2.789041096,scared2,sad2_2,Sad_1_pause_2,option2,en,Often,Sometimes,Sometimes
289,58765,a08416a3-1d06-4d88-a6c6-f53fce8f3948,m,24-null,2.789041096,scared1,happy1,Happy_2_pause_2,option2,en,Often,Sometimes,Sometimes
290,58765,a08416a3-1d06-4d88-a6c6-f53fce8f3948,m,25-null,2.789041096,sad4,happy6,Sad_2_pause_2,option1,en,Often,Sometimes,Sometimes
291,58765,a08416a3-1d06-4d88-a6c6-f53fce8f3948,m,26-null,2.789041096,sad3,happy5,Sad_2_pause_2,option1,en,Often,Sometimes,Sometimes
292,58765,a08416a3-1d06-4d88-a6c6-f53fce8f3948,m,27-null,2.789041096,happy5,angry4,Happy_1_pause_2,option1,en,Often,Sometimes,Sometimes
293,58765,a08416a3-1d06-4d88-a6c6-f53fce8f3948,m,28-null,2.789041096,happy6,angry3,Happy_1_pause_2,option1,en,Often,Sometimes,Sometimes
294,58765,a08416a3-1d06-4d88-a6c6-f53fce8f3948,m,29-null,2.789041096,angry1_2,happy2,Angry_2_pause_2,I_dont_know,en,Often,Sometimes,Sometimes
295,58765,a08416a3-1d06-4d88-a6c6-f53fce8f3948,m,30-null,2.789041096,angry1_2,sad1_2,Sad_2_pause_2,I_dont_know,en,Often,Sometimes,Sometimes
296,58765,a08416a3-1d06-4d88-a6c6-f53fce8f3948,m,31-null,2.789041096,happy4,scared5,Scared_1_pause_2,option2,en,Often,Sometimes,Sometimes
297,58765,a08416a3-1d06-4d88-a6c6-f53fce8f3948,m,32-null,2.789041096,sad2_2,happy2,Happy_2_pause_2,option2,en,Often,Sometimes,Sometimes
298,58765,a08416a3-1d06-4d88-a6c6-f53fce8f3948,m,33-null,2.789041096,scared6,happy4,Happy_1_pause_2,option2,en,Often,Sometimes,Sometimes
299,58765,a08416a3-1d06-4d88-a6c6-f53fce8f3948,m,34-null,2.789041096,scared4,angry6,Scared_2_pause_2,option1,en,Often,Sometimes,Sometimes
300,58772,1ee011f8-5657-49c8-bcae-092568beaff2,f,11-null,4.117808219,sad4,happy3_2,Sad_1_pause_2,option1,en,Often,Sometimes,Sometimes
301,58772,1ee011f8-5657-49c8-bcae-092568beaff2,f,12-null,4.117808219,happy3_2,sad3,Happy_1_pause_2,option1,en,Often,Sometimes,Sometimes
302,58772,1ee011f8-5657-49c8-bcae-092568beaff2,f,13-null,4.117808219,scared2,angry2,Angry_1_pause_2,option2,en,Often,Sometimes,Sometimes
303,58772,1ee011f8-5657-49c8-bcae-092568beaff2,f,14-null,4.117808219,happy5,sad5,Happy_1_pause_2,option1,en,Often,Sometimes,Sometimes
304,58772,1ee011f8-5657-49c8-bcae-092568beaff2,f,16-null,4.117808219,scared6,sad5,Sad_1_pause_2,option2,en,Often,Sometimes,Sometimes
305,58772,1ee011f8-5657-49c8-bcae-092568beaff2,f,17-null,4.117808219,angry2,sad6,Sad_2_pause_2,option2,en,Often,Sometimes,Sometimes
306,58772,1ee011f8-5657-49c8-bcae-092568beaff2,f,18-null,4.117808219,happy4,angry1_2,Angry_2_pause_2,option2,en,Often,Sometimes,Sometimes
307,58772,1ee011f8-5657-49c8-bcae-092568beaff2,f,19-null,4.117808219,happy4,angry6,Happy_2_pause_2,option1,en,Often,Sometimes,Sometimes
308,58772,1ee011f8-5657-49c8-bcae-092568beaff2,f,20-null,4.117808219,scared2,happy1,Scared_2_pause_2,option1,en,Often,Sometimes,Sometimes
309,58772,1ee011f8-5657-49c8-bcae-092568beaff2,f,21-null,4.117808219,happy2,scared1,Happy_2_pause_2,option1,en,Often,Sometimes,Sometimes
310,58772,1ee011f8-5657-49c8-bcae-092568beaff2,f,22-null,4.117808219,sad3,angry1_2,Sad_1_pause_2,option1,en,Often,Sometimes,Sometimes
311,58772,1ee011f8-5657-49c8-bcae-092568beaff2,f,23-null,4.117808219,scared5,angry3,Angry_1_pause_2,option2,en,Often,Sometimes,Sometimes
312,58772,1ee011f8-5657-49c8-bcae-092568beaff2,f,24-null,4.117808219,angry4,happy6,Happy_2_pause_2,option2,en,Often,Sometimes,Sometimes
313,58772,1ee011f8-5657-49c8-bcae-092568beaff2,f,25-null,4.117808219,angry3,scared3,Scared_1_pause_2,option2,en,Often,Sometimes,Sometimes
314,58772,1ee011f8-5657-49c8-bcae-092568beaff2,f,26-null,4.117808219,angry4,sad1_2,Angry_2_pause_2,option1,en,Often,Sometimes,Sometimes
315,58772,1ee011f8-5657-49c8-bcae-092568beaff2,f,27-null,4.117808219,happy5,scared6,Scared_2_pause_2,option2,en,Often,Sometimes,Sometimes
316,58772,1ee011f8-5657-49c8-bcae-092568beaff2,f,28-null,4.117808219,happy2,sad2_2,Sad_2_pause_2,option2,en,Often,Sometimes,Sometimes
317,58772,1ee011f8-5657-49c8-bcae-092568beaff2,f,29-null,4.117808219,sad1_2,scared3,Sad_2_pause_2,I_dont_know,en,Often,Sometimes,Sometimes
318,58772,1ee011f8-5657-49c8-bcae-092568beaff2,f,30-null,4.117808219,happy1,scared4,Happy_1_pause_2,option1,en,Often,Sometimes,Sometimes
319,58772,1ee011f8-5657-49c8-bcae-092568beaff2,f,31-null,4.117808219,scared4,sad6,Scared_2_pause_2,option1,en,Often,Sometimes,Sometimes
320,58772,1ee011f8-5657-49c8-bcae-092568beaff2,f,32-null,4.117808219,scared1,sad4,Scared_1_pause_2,option1,en,Often,Sometimes,Sometimes
321,58772,1ee011f8-5657-49c8-bcae-092568beaff2,f,33-null,4.117808219,scared5,angry5_2,Scared_1_pause_2,option1,en,Often,Sometimes,Sometimes
322,58772,1ee011f8-5657-49c8-bcae-092568beaff2,f,34-null,4.117808219,angry5_2,sad2_2,Angry_2_pause_2,option1,en,Often,Sometimes,Sometimes
323,58819,46dcdc4d-0959-4794-bdf9-57173a9f6037,na,11-null,4.42739726,sad6,scared3,Scared_2_pause_2,option2,en ko es,Often,Often,Rarely
324,58819,46dcdc4d-0959-4794-bdf9-57173a9f6037,na,12-null,4.42739726,happy5,angry4,Happy_2_pause_2,option1,en ko es,Often,Often,Rarely
325,58819,46dcdc4d-0959-4794-bdf9-57173a9f6037,na,13-null,4.42739726,angry1_2,scared4,Angry_2_pause_2,option2,en ko es,Often,Often,Rarely
326,58819,46dcdc4d-0959-4794-bdf9-57173a9f6037,na,14-null,4.42739726,angry4,scared2,Angry_1_pause_2,option2,en ko es,Often,Often,Rarely
327,58819,46dcdc4d-0959-4794-bdf9-57173a9f6037,na,16-null,4.42739726,sad5,happy6,Happy_1_pause_2,option1,en ko es,Often,Often,Rarely
328,58819,46dcdc4d-0959-4794-bdf9-57173a9f6037,na,17-null,4.42739726,happy5,sad4,Sad_1_pause_2,option1,en ko es,Often,Often,Rarely
329,58819,46dcdc4d-0959-4794-bdf9-57173a9f6037,na,18-null,4.42739726,sad3,angry5_2,Sad_2_pause_2,option2,en ko es,Often,Often,Rarely
330,58819,46dcdc4d-0959-4794-bdf9-57173a9f6037,na,19-null,4.42739726,angry2,sad1_2,Angry_1_pause_2,option1,en ko es,Often,Often,Rarely
