,subid,uuid,gender,test_trial,age_in_years,exp_start,option1,option2,trial_audio,selected_image,lang,parent_mask,peer_mask,own_mask
906,67776,07daf7ee-f6d7-4b50-bc60-5fa3ad50a409,f,25-null,2.402739726,3/5/21 22:36,scared2,happy6,Scared_2_pause_2,option1,en,Sometimes,Sometimes,Rarely
907,67776,07daf7ee-f6d7-4b50-bc60-5fa3ad50a409,f,26-null,2.402739726,3/5/21 22:36,scared4,happy3,Scared_1_pause_2,option1,en,Sometimes,Sometimes,Rarely
908,67776,07daf7ee-f6d7-4b50-bc60-5fa3ad50a409,f,27-null,2.402739726,3/5/21 22:36,sad5,angry2,Sad_1_pause_2,option1,en,Sometimes,Sometimes,Rarely
909,67776,07daf7ee-f6d7-4b50-bc60-5fa3ad50a409,f,28-null,2.402739726,3/5/21 22:36,angry5,sad3,Angry_1_pause_2,option1,en,Sometimes,Sometimes,Rarely
910,67776,07daf7ee-f6d7-4b50-bc60-5fa3ad50a409,f,29-null,2.402739726,3/5/21 22:36,happy1,angry4,Angry_2_pause_2,option2,en,Sometimes,Sometimes,Rarely
911,67776,07daf7ee-f6d7-4b50-bc60-5fa3ad50a409,f,30-null,2.402739726,3/5/21 22:36,angry1,happy1,Happy_1_pause_2,option2,en,Sometimes,Sometimes,Rarely
912,67776,07daf7ee-f6d7-4b50-bc60-5fa3ad50a409,f,31-null,2.402739726,3/5/21 22:36,happy5,sad4,Happy_1_pause_2,option1,en,Sometimes,Sometimes,Rarely
913,67776,07daf7ee-f6d7-4b50-bc60-5fa3ad50a409,f,32-null,2.402739726,3/5/21 22:36,angry3,scared2,Angry_1_pause_2,option1,en,Sometimes,Sometimes,Rarely
914,67776,07daf7ee-f6d7-4b50-bc60-5fa3ad50a409,f,33-null,2.402739726,3/5/21 22:36,sad5,angry6,Angry_1_pause_2,option2,en,Sometimes,Sometimes,Rarely
915,67776,07daf7ee-f6d7-4b50-bc60-5fa3ad50a409,f,34-null,2.402739726,3/5/21 22:36,scared6,happy3,Happy_2_pause_2,option2,en,Sometimes,Sometimes,Rarely
916,67805,42a52f49-3e0e-4639-9af3-66c84fddd2ff,f,11-null,2.208219178,3/6/21 14:34,angry4,scared4,Scared_2_pause_2,option1,en,Often,Rarely,Rarely
917,67805,42a52f49-3e0e-4639-9af3-66c84fddd2ff,f,12-null,2.208219178,3/6/21 14:34,angry3,happy5,Angry_2_pause_2,option1,en,Often,Rarely,Rarely
918,67805,42a52f49-3e0e-4639-9af3-66c84fddd2ff,f,13-null,2.208219178,3/6/21 14:34,angry1,sad3,Sad_2_pause_2,option2,en,Often,Rarely,Rarely
919,67805,42a52f49-3e0e-4639-9af3-66c84fddd2ff,f,14-null,2.208219178,3/6/21 14:34,sad4,happy3,Happy_2_pause_2,option2,en,Often,Rarely,Rarely
920,67805,42a52f49-3e0e-4639-9af3-66c84fddd2ff,f,16-null,2.208219178,3/6/21 14:34,sad2,angry1,Angry_1_pause_2,option1,en,Often,Rarely,Rarely
921,67805,42a52f49-3e0e-4639-9af3-66c84fddd2ff,f,17-null,2.208219178,3/6/21 14:34,angry6,sad5,Sad_1_pause_2,option2,en,Often,Rarely,Rarely
922,67805,42a52f49-3e0e-4639-9af3-66c84fddd2ff,f,18-null,2.208219178,3/6/21 14:34,scared1,happy4,Happy_1_pause_2,option2,en,Often,Rarely,Rarely
923,67805,42a52f49-3e0e-4639-9af3-66c84fddd2ff,f,19-null,2.208219178,3/6/21 14:34,scared2,happy1,Scared_1_pause_2,option1,en,Often,Rarely,Rarely
924,67805,42a52f49-3e0e-4639-9af3-66c84fddd2ff,f,20-null,2.208219178,3/6/21 14:34,sad4,scared5,Sad_2_pause_2,option2,en,Often,Rarely,Rarely
925,67805,42a52f49-3e0e-4639-9af3-66c84fddd2ff,f,21-null,2.208219178,3/6/21 14:34,angry6,scared3,Angry_2_pause_2,option2,en,Often,Rarely,Rarely
926,67805,42a52f49-3e0e-4639-9af3-66c84fddd2ff,f,22-null,2.208219178,3/6/21 14:34,angry3,happy1,Happy_1_pause_2,option2,en,Often,Rarely,Rarely
927,67805,42a52f49-3e0e-4639-9af3-66c84fddd2ff,f,23-null,2.208219178,3/6/21 14:34,happy6,scared4,Happy_2_pause_2,option1,en,Often,Rarely,Rarely
928,67805,42a52f49-3e0e-4639-9af3-66c84fddd2ff,f,24-null,2.208219178,3/6/21 14:34,sad6,happy5,Happy_2_pause_2,option2,en,Often,Rarely,Rarely
929,67805,42a52f49-3e0e-4639-9af3-66c84fddd2ff,f,25-null,2.208219178,3/6/21 14:34,scared6,sad3,Scared_1_pause_2,option1,en,Often,Rarely,Rarely
930,67805,42a52f49-3e0e-4639-9af3-66c84fddd2ff,f,26-null,2.208219178,3/6/21 14:34,angry5,happy2,Happy_1_pause_2,option2,en,Often,Rarely,Rarely
931,67805,42a52f49-3e0e-4639-9af3-66c84fddd2ff,f,27-null,2.208219178,3/6/21 14:34,scared6,angry5,Angry_1_pause_2,option2,en,Often,Rarely,Rarely
932,67805,42a52f49-3e0e-4639-9af3-66c84fddd2ff,f,28-null,2.208219178,3/6/21 14:34,scared3,sad1,Scared_2_pause_2,I_dont_know,en,Often,Rarely,Rarely
933,67805,42a52f49-3e0e-4639-9af3-66c84fddd2ff,f,29-null,2.208219178,3/6/21 14:34,happy2,sad1,Sad_2_pause_2,option2,en,Often,Rarely,Rarely
934,67805,42a52f49-3e0e-4639-9af3-66c84fddd2ff,f,30-null,2.208219178,3/6/21 14:34,happy6,sad2,Sad_1_pause_2,option2,en,Often,Rarely,Rarely
935,67805,42a52f49-3e0e-4639-9af3-66c84fddd2ff,f,31-null,2.208219178,3/6/21 14:34,sad5,angry4,Angry_1_pause_2,option2,en,Often,Rarely,Rarely
936,67805,42a52f49-3e0e-4639-9af3-66c84fddd2ff,f,32-null,2.208219178,3/6/21 14:34,scared2,sad6,Sad_1_pause_2,option2,en,Often,Rarely,Rarely
937,67805,42a52f49-3e0e-4639-9af3-66c84fddd2ff,f,33-null,2.208219178,3/6/21 14:34,scared1,happy3,Scared_2_pause_2,option1,en,Often,Rarely,Rarely
938,67805,42a52f49-3e0e-4639-9af3-66c84fddd2ff,f,34-null,2.208219178,3/6/21 14:34,angry2,happy4,Angry_2_pause_2,option1,en,Often,Rarely,Rarely
939,67811,5c00fa3b-2b98-4e24-8e48-c0b417f259eb,f,11-null,2.057534247,3/6/21 14:55,happy1,sad1,Sad_2_pause_2,option2,en cmn es,Often,Often,Sometimes
940,67811,5c00fa3b-2b98-4e24-8e48-c0b417f259eb,f,12-null,2.057534247,3/6/21 14:55,sad5,scared5,Sad_1_pause_2,option1,en cmn es,Often,Often,Sometimes
941,67811,5c00fa3b-2b98-4e24-8e48-c0b417f259eb,f,13-null,2.057534247,3/6/21 14:55,scared2,angry6,Scared_2_pause_2,option2,en cmn es,Often,Often,Sometimes
942,67811,5c00fa3b-2b98-4e24-8e48-c0b417f259eb,f,14-null,2.057534247,3/6/21 14:55,angry6,scared1,Angry_1_pause_2,option2,en cmn es,Often,Often,Sometimes
943,67811,5c00fa3b-2b98-4e24-8e48-c0b417f259eb,f,16-null,2.057534247,3/6/21 14:55,angry3,happy3,Angry_2_pause_2,option2,en cmn es,Often,Often,Sometimes
944,67811,5c00fa3b-2b98-4e24-8e48-c0b417f259eb,f,17-null,2.057534247,3/6/21 14:55,sad4,angry5,Angry_1_pause_2,option1,en cmn es,Often,Often,Sometimes
945,67811,5c00fa3b-2b98-4e24-8e48-c0b417f259eb,f,18-null,2.057534247,3/6/21 14:55,angry3,scared5,Scared_1_pause_2,option2,en cmn es,Often,Often,Sometimes
946,67811,5c00fa3b-2b98-4e24-8e48-c0b417f259eb,f,19-null,2.057534247,3/6/21 14:55,happy2,sad2,Sad_2_pause_2,option2,en cmn es,Often,Often,Sometimes
947,67811,5c00fa3b-2b98-4e24-8e48-c0b417f259eb,f,20-null,2.057534247,3/6/21 14:55,sad6,happy5,Happy_1_pause_2,option2,en cmn es,Often,Often,Sometimes
948,67811,5c00fa3b-2b98-4e24-8e48-c0b417f259eb,f,21-null,2.057534247,3/6/21 14:55,happy4,scared4,Happy_1_pause_2,I_dont_know,en cmn es,Often,Often,Sometimes
949,67811,5c00fa3b-2b98-4e24-8e48-c0b417f259eb,f,22-null,2.057534247,3/6/21 14:55,sad2,scared1,Scared_1_pause_2,option1,en cmn es,Often,Often,Sometimes
950,67811,5c00fa3b-2b98-4e24-8e48-c0b417f259eb,f,23-null,2.057534247,3/6/21 14:55,sad4,scared2,Sad_1_pause_2,I_dont_know,en cmn es,Often,Often,Sometimes
951,67811,5c00fa3b-2b98-4e24-8e48-c0b417f259eb,f,24-null,2.057534247,3/6/21 14:55,happy4,angry2,Angry_2_pause_2,I_dont_know,en cmn es,Often,Often,Sometimes
952,67811,5c00fa3b-2b98-4e24-8e48-c0b417f259eb,f,25-null,2.057534247,3/6/21 14:55,happy6,angry1,Happy_1_pause_2,I_dont_know,en cmn es,Often,Often,Sometimes
953,67811,5c00fa3b-2b98-4e24-8e48-c0b417f259eb,f,26-null,2.057534247,3/6/21 14:55,scared3,happy5,Scared_2_pause_2,option1,en cmn es,Often,Often,Sometimes
954,67811,5c00fa3b-2b98-4e24-8e48-c0b417f259eb,f,27-null,2.057534247,3/6/21 14:55,happy1,sad1,Happy_2_pause_2,option2,en cmn es,Often,Often,Sometimes
955,67811,5c00fa3b-2b98-4e24-8e48-c0b417f259eb,f,28-null,2.057534247,3/6/21 14:55,angry1,sad5,Angry_2_pause_2,option1,en cmn es,Often,Often,Sometimes
956,67811,5c00fa3b-2b98-4e24-8e48-c0b417f259eb,f,29-null,2.057534247,3/6/21 14:55,scared6,angry4,Angry_1_pause_2,option1,en cmn es,Often,Often,Sometimes
957,67811,5c00fa3b-2b98-4e24-8e48-c0b417f259eb,f,30-null,2.057534247,3/6/21 14:55,happy2,angry2,Happy_2_pause_2,I_dont_know,en cmn es,Often,Often,Sometimes
958,67811,5c00fa3b-2b98-4e24-8e48-c0b417f259eb,f,31-null,2.057534247,3/6/21 14:55,sad6,angry4,Sad_1_pause_2,I_dont_know,en cmn es,Often,Often,Sometimes
959,67811,5c00fa3b-2b98-4e24-8e48-c0b417f259eb,f,32-null,2.057534247,3/6/21 14:55,happy6,scared4,Scared_1_pause_2,option2,en cmn es,Often,Often,Sometimes
960,67811,5c00fa3b-2b98-4e24-8e48-c0b417f259eb,f,33-null,2.057534247,3/6/21 14:55,angry5,sad3,Sad_2_pause_2,option1,en cmn es,Often,Often,Sometimes
961,67811,5c00fa3b-2b98-4e24-8e48-c0b417f259eb,f,34-null,2.057534247,3/6/21 14:55,scared6,sad3,Scared_2_pause_2,option1,en cmn es,Often,Often,Sometimes
962,67879,6ac180b6-588d-4587-8675-2c937715f76f,m,11-null,2.375342466,3/6/21 22:07,happy3,sad6,Sad_1_pause_2,option2,en,Often,Sometimes,Rarely
963,67879,6ac180b6-588d-4587-8675-2c937715f76f,m,12-null,2.375342466,3/6/21 22:07,happy6,sad3,Happy_1_pause_2,option1,en,Often,Sometimes,Rarely
964,67879,6ac180b6-588d-4587-8675-2c937715f76f,m,13-null,2.375342466,3/6/21 22:07,angry6,scared5,Angry_1_pause_2,option1,en,Often,Sometimes,Rarely
965,67879,6ac180b6-588d-4587-8675-2c937715f76f,m,14-null,2.375342466,3/6/21 22:07,happy6,angry4,Angry_2_pause_2,option2,en,Often,Sometimes,Rarely
966,67879,6ac180b6-588d-4587-8675-2c937715f76f,m,16-null,2.375342466,3/6/21 22:07,angry2,happy5,Angry_1_pause_2,option1,en,Often,Sometimes,Rarely
967,67879,6ac180b6-588d-4587-8675-2c937715f76f,m,17-null,2.375342466,3/6/21 22:07,sad4,scared6,Sad_2_pause_2,option1,en,Often,Sometimes,Rarely
968,67879,6ac180b6-588d-4587-8675-2c937715f76f,m,18-null,2.375342466,3/6/21 22:07,scared2,sad3,Sad_2_pause_2,option2,en,Often,Sometimes,Rarely
969,67879,6ac180b6-588d-4587-8675-2c937715f76f,m,19-null,2.375342466,3/6/21 22:07,sad1,angry4,Sad_1_pause_2,option1,en,Often,Sometimes,Rarely
970,67879,6ac180b6-588d-4587-8675-2c937715f76f,m,20-null,2.375342466,3/6/21 22:07,scared3,happy4,Scared_2_pause_2,option1,en,Often,Sometimes,Rarely
971,67879,6ac180b6-588d-4587-8675-2c937715f76f,m,21-null,2.375342466,3/6/21 22:07,angry5,sad1,Angry_2_pause_2,option1,en,Often,Sometimes,Rarely
972,67879,6ac180b6-588d-4587-8675-2c937715f76f,m,22-null,2.375342466,3/6/21 22:07,angry3,happy3,Happy_2_pause_2,option2,en,Often,Sometimes,Rarely
973,67879,6ac180b6-588d-4587-8675-2c937715f76f,m,23-null,2.375342466,3/6/21 22:07,angry6,scared1,Scared_1_pause_2,option2,en,Often,Sometimes,Rarely
974,67879,6ac180b6-588d-4587-8675-2c937715f76f,m,24-null,2.375342466,3/6/21 22:07,angry1,scared4,Angry_1_pause_2,option1,en,Often,Sometimes,Rarely
975,67879,6ac180b6-588d-4587-8675-2c937715f76f,m,25-null,2.375342466,3/6/21 22:07,happy2,sad4,Happy_2_pause_2,option1,en,Often,Sometimes,Rarely
976,67879,6ac180b6-588d-4587-8675-2c937715f76f,m,26-null,2.375342466,3/6/21 22:07,scared1,happy1,Happy_1_pause_2,option2,en,Often,Sometimes,Rarely
977,67879,6ac180b6-588d-4587-8675-2c937715f76f,m,27-null,2.375342466,3/6/21 22:07,scared2,happy1,Scared_1_pause_2,option1,en,Often,Sometimes,Rarely
978,67879,6ac180b6-588d-4587-8675-2c937715f76f,m,28-null,2.375342466,3/6/21 22:07,sad2,scared6,Scared_2_pause_2,option2,en,Often,Sometimes,Rarely
979,67879,6ac180b6-588d-4587-8675-2c937715f76f,m,29-null,2.375342466,3/6/21 22:07,happy4,scared3,Happy_1_pause_2,option1,en,Often,Sometimes,Rarely
980,67879,6ac180b6-588d-4587-8675-2c937715f76f,m,30-null,2.375342466,3/6/21 22:07,angry1,scared5,Scared_1_pause_2,option2,en,Often,Sometimes,Rarely
981,67879,6ac180b6-588d-4587-8675-2c937715f76f,m,31-null,2.375342466,3/6/21 22:07,angry3,sad6,Angry_2_pause_2,option1,en,Often,Sometimes,Rarely
982,67879,6ac180b6-588d-4587-8675-2c937715f76f,m,32-null,2.375342466,3/6/21 22:07,sad5,scared4,Scared_2_pause_2,option2,en,Often,Sometimes,Rarely
983,67879,6ac180b6-588d-4587-8675-2c937715f76f,m,33-null,2.375342466,3/6/21 22:07,angry5,happy5,Happy_2_pause_2,option2,en,Often,Sometimes,Rarely
984,67879,6ac180b6-588d-4587-8675-2c937715f76f,m,34-null,2.375342466,3/6/21 22:07,happy2,sad2,Sad_1_pause_2,option2,en,Often,Sometimes,Rarely
985,67903,312979e2-3f27-4d5c-a8a3-3070f444950c,f,11-null,2.128767123,3/7/21 14:15,angry1,happy4,Happy_1_pause_2,option2,en,Often,Sometimes,Rarely
986,67903,312979e2-3f27-4d5c-a8a3-3070f444950c,f,12-null,2.128767123,3/7/21 14:15,happy2,sad3,Sad_1_pause_2,option2,en,Often,Sometimes,Rarely
987,67903,312979e2-3f27-4d5c-a8a3-3070f444950c,f,13-null,2.128767123,3/7/21 14:15,angry4,scared1,Angry_1_pause_2,option2,en,Often,Sometimes,Rarely
988,67903,312979e2-3f27-4d5c-a8a3-3070f444950c,f,14-null,2.128767123,3/7/21 14:15,scared1,sad2,Scared_1_pause_2,option2,en,Often,Sometimes,Rarely
989,67903,312979e2-3f27-4d5c-a8a3-3070f444950c,f,16-null,2.128767123,3/7/21 14:15,happy5,sad1,Happy_2_pause_2,option1,en,Often,Sometimes,Rarely
990,67903,312979e2-3f27-4d5c-a8a3-3070f444950c,f,17-null,2.128767123,3/7/21 14:15,scared5,sad1,Sad_2_pause_2,option2,en,Often,Sometimes,Rarely
991,67903,312979e2-3f27-4d5c-a8a3-3070f444950c,f,18-null,2.128767123,3/7/21 14:15,sad4,angry4,Sad_1_pause_2,option1,en,Often,Sometimes,Rarely
992,67903,312979e2-3f27-4d5c-a8a3-3070f444950c,f,19-null,2.128767123,3/7/21 14:15,scared6,happy4,Scared_2_pause_2,option1,en,Often,Sometimes,Rarely
993,67903,312979e2-3f27-4d5c-a8a3-3070f444950c,f,20-null,2.128767123,3/7/21 14:15,sad6,scared2,Sad_2_pause_2,option1,en,Often,Sometimes,Rarely
994,67903,312979e2-3f27-4d5c-a8a3-3070f444950c,f,21-null,2.128767123,3/7/21 14:15,angry2,happy3,Happy_2_pause_2,option2,en,Often,Sometimes,Rarely
995,67903,312979e2-3f27-4d5c-a8a3-3070f444950c,f,22-null,2.128767123,3/7/21 14:15,angry2,happy3,Angry_2_pause_2,option1,en,Often,Sometimes,Rarely
996,67903,312979e2-3f27-4d5c-a8a3-3070f444950c,f,23-null,2.128767123,3/7/21 14:15,scared3,happy1,Happy_1_pause_2,option2,en,Often,Sometimes,Rarely
997,67903,312979e2-3f27-4d5c-a8a3-3070f444950c,f,24-null,2.128767123,3/7/21 14:15,scared3,happy1,Scared_2_pause_2,option2,en,Often,Sometimes,Rarely
998,67903,312979e2-3f27-4d5c-a8a3-3070f444950c,f,25-null,2.128767123,3/7/21 14:15,angry5,scared4,Scared_1_pause_2,option1,en,Often,Sometimes,Rarely
999,67903,312979e2-3f27-4d5c-a8a3-3070f444950c,f,26-null,2.128767123,3/7/21 14:15,angry6,sad5,Sad_2_pause_2,option2,en,Often,Sometimes,Rarely
1000,67903,312979e2-3f27-4d5c-a8a3-3070f444950c,f,27-null,2.128767123,3/7/21 14:15,happy2,sad6,Happy_1_pause_2,option1,en,Often,Sometimes,Rarely
1001,67903,312979e2-3f27-4d5c-a8a3-3070f444950c,f,28-null,2.128767123,3/7/21 14:15,scared5,angry3,Scared_1_pause_2,option1,en,Often,Sometimes,Rarely
1002,67903,312979e2-3f27-4d5c-a8a3-3070f444950c,f,29-null,2.128767123,3/7/21 14:15,happy5,angry6,Angry_2_pause_2,option2,en,Often,Sometimes,Rarely
1003,67903,312979e2-3f27-4d5c-a8a3-3070f444950c,f,30-null,2.128767123,3/7/21 14:15,sad5,scared2,Scared_2_pause_2,option2,en,Often,Sometimes,Rarely
1004,67903,312979e2-3f27-4d5c-a8a3-3070f444950c,f,31-null,2.128767123,3/7/21 14:15,scared4,angry1,Angry_2_pause_2,option1,en,Often,Sometimes,Rarely
1005,67903,312979e2-3f27-4d5c-a8a3-3070f444950c,f,32-null,2.128767123,3/7/21 14:15,sad4,angry3,Angry_1_pause_2,option2,en,Often,Sometimes,Rarely
1006,67903,312979e2-3f27-4d5c-a8a3-3070f444950c,f,33-null,2.128767123,3/7/21 14:15,happy6,sad2,Sad_1_pause_2,option2,en,Often,Sometimes,Rarely
1007,67903,312979e2-3f27-4d5c-a8a3-3070f444950c,f,34-null,2.128767123,3/7/21 14:15,sad3,angry5,Angry_1_pause_2,option2,en,Often,Sometimes,Rarely
1008,67944,99b0799a-c406-4bcf-902f-e5b94a7d8c86,f,11-null,2.123287671,3/8/21 0:30,angry5,scared3,Scared_2_pause_2,option1,en it,Always,Often,Rarely
1009,67944,99b0799a-c406-4bcf-902f-e5b94a7d8c86,f,12-null,2.123287671,3/8/21 0:30,happy2,sad2,Happy_2_pause_2,option1,en it,Always,Often,Rarely
1010,67944,99b0799a-c406-4bcf-902f-e5b94a7d8c86,f,13-null,2.123287671,3/8/21 0:30,sad3,angry6,Sad_1_pause_2,option1,en it,Always,Often,Rarely
1011,67944,99b0799a-c406-4bcf-902f-e5b94a7d8c86,f,14-null,2.123287671,3/8/21 0:30,happy5,angry6,Angry_2_pause_2,option2,en it,Always,Often,Rarely
1012,67944,99b0799a-c406-4bcf-902f-e5b94a7d8c86,f,16-null,2.123287671,3/8/21 0:30,scared4,sad5,Scared_2_pause_2,option2,en it,Always,Often,Rarely
1013,67944,99b0799a-c406-4bcf-902f-e5b94a7d8c86,f,17-null,2.123287671,3/8/21 0:30,scared1,happy3,Scared_1_pause_2,option1,en it,Always,Often,Rarely
1014,67944,99b0799a-c406-4bcf-902f-e5b94a7d8c86,f,18-null,2.123287671,3/8/21 0:30,scared4,sad1,Sad_2_pause_2,option1,en it,Always,Often,Rarely
1015,67944,99b0799a-c406-4bcf-902f-e5b94a7d8c86,f,19-null,2.123287671,3/8/21 0:30,angry1,sad3,Angry_1_pause_2,option1,en it,Always,Often,Rarely
1016,67944,99b0799a-c406-4bcf-902f-e5b94a7d8c86,f,20-null,2.123287671,3/8/21 0:30,scared1,happy5,Happy_1_pause_2,option1,en it,Always,Often,Rarely
1017,67944,99b0799a-c406-4bcf-902f-e5b94a7d8c86,f,21-null,2.123287671,3/8/21 0:30,happy6,angry5,Angry_1_pause_2,option2,en it,Always,Often,Rarely
1018,67944,99b0799a-c406-4bcf-902f-e5b94a7d8c86,f,22-null,2.123287671,3/8/21 0:30,angry4,scared2,Angry_2_pause_2,option2,en it,Always,Often,Rarely
1019,67944,99b0799a-c406-4bcf-902f-e5b94a7d8c86,f,23-null,2.123287671,3/8/21 0:30,scared6,sad5,Sad_2_pause_2,option2,en it,Always,Often,Rarely
1020,67944,99b0799a-c406-4bcf-902f-e5b94a7d8c86,f,24-null,2.123287671,3/8/21 0:30,happy2,sad2,Sad_1_pause_2,option2,en it,Always,Often,Rarely
1021,67944,99b0799a-c406-4bcf-902f-e5b94a7d8c86,f,25-null,2.123287671,3/8/21 0:30,sad6,angry3,Angry_1_pause_2,option1,en it,Always,Often,Rarely
1022,67944,99b0799a-c406-4bcf-902f-e5b94a7d8c86,f,26-null,2.123287671,3/8/21 0:30,scared6,happy4,Scared_1_pause_2,option1,en it,Always,Often,Rarely
1023,67944,99b0799a-c406-4bcf-902f-e5b94a7d8c86,f,27-null,2.123287671,3/8/21 0:30,happy6,angry4,Happy_1_pause_2,option2,en it,Always,Often,Rarely
1024,67944,99b0799a-c406-4bcf-902f-e5b94a7d8c86,f,28-null,2.123287671,3/8/21 0:30,happy4,scared5,Happy_2_pause_2,option1,en it,Always,Often,Rarely
1025,67944,99b0799a-c406-4bcf-902f-e5b94a7d8c86,f,29-null,2.123287671,3/8/21 0:30,angry2,happy1,Happy_1_pause_2,option1,en it,Always,Often,Rarely
1026,67944,99b0799a-c406-4bcf-902f-e5b94a7d8c86,f,30-null,2.123287671,3/8/21 0:30,happy3,sad1,Happy_2_pause_2,option1,en it,Always,Often,Rarely
1027,67944,99b0799a-c406-4bcf-902f-e5b94a7d8c86,f,31-null,2.123287671,3/8/21 0:30,sad4,happy1,Sad_2_pause_2,option2,en it,Always,Often,Rarely
1028,67944,99b0799a-c406-4bcf-902f-e5b94a7d8c86,f,32-null,2.123287671,3/8/21 0:30,angry3,scared5,Scared_2_pause_2,option2,en it,Always,Often,Rarely
1029,67944,99b0799a-c406-4bcf-902f-e5b94a7d8c86,f,33-null,2.123287671,3/8/21 0:30,angry2,scared3,Angry_2_pause_2,option2,en it,Always,Often,Rarely
1030,67944,99b0799a-c406-4bcf-902f-e5b94a7d8c86,f,34-null,2.123287671,3/8/21 0:30,scared2,sad4,Scared_1_pause_2,option1,en it,Always,Often,Rarely
1031,67978,04bc17af-825d-4c9e-acec-bc3fdf90276d,m,11-null,2.542465753,3/8/21 14:57,sad5,happy5,Sad_1_pause_2,option1,en,Sometimes,Rarely,Rarely
1032,67978,04bc17af-825d-4c9e-acec-bc3fdf90276d,m,12-null,2.542465753,3/8/21 14:57,sad1,scared2,Sad_2_pause_2,option1,en,Sometimes,Rarely,Rarely
1033,67978,04bc17af-825d-4c9e-acec-bc3fdf90276d,m,13-null,2.542465753,3/8/21 14:57,scared3,happy1,Happy_1_pause_2,option2,en,Sometimes,Rarely,Rarely
1034,67978,04bc17af-825d-4c9e-acec-bc3fdf90276d,m,14-null,2.542465753,3/8/21 14:57,happy2,sad1,Happy_1_pause_2,option1,en,Sometimes,Rarely,Rarely
1035,67978,04bc17af-825d-4c9e-acec-bc3fdf90276d,m,16-null,2.542465753,3/8/21 14:57,scared6,angry1,Scared_1_pause_2,option1,en,Sometimes,Rarely,Rarely
1036,67978,04bc17af-825d-4c9e-acec-bc3fdf90276d,m,17-null,2.542465753,3/8/21 14:57,sad6,happy3,Happy_2_pause_2,option2,en,Sometimes,Rarely,Rarely
1037,67978,04bc17af-825d-4c9e-acec-bc3fdf90276d,m,18-null,2.542465753,3/8/21 14:57,happy4,scared1,Scared_2_pause_2,option2,en,Sometimes,Rarely,Rarely
1038,67978,04bc17af-825d-4c9e-acec-bc3fdf90276d,m,19-null,2.542465753,3/8/21 14:57,sad4,scared3,Scared_2_pause_2,option1,en,Sometimes,Rarely,Rarely
1039,67978,04bc17af-825d-4c9e-acec-bc3fdf90276d,m,20-null,2.542465753,3/8/21 14:57,sad5,scared4,Scared_2_pause_2,option1,en,Sometimes,Rarely,Rarely
1040,67978,04bc17af-825d-4c9e-acec-bc3fdf90276d,m,21-null,2.542465753,3/8/21 14:57,angry6,happy6,Happy_2_pause_2,option2,en,Sometimes,Rarely,Rarely
1041,67978,04bc17af-825d-4c9e-acec-bc3fdf90276d,m,22-null,2.542465753,3/8/21 14:57,sad3,angry1,Angry_1_pause_2,option1,en,Sometimes,Rarely,Rarely
1042,67978,04bc17af-825d-4c9e-acec-bc3fdf90276d,m,23-null,2.542465753,3/8/21 14:57,angry3,scared5,Scared_1_pause_2,option2,en,Sometimes,Rarely,Rarely
1043,67978,04bc17af-825d-4c9e-acec-bc3fdf90276d,m,24-null,2.542465753,3/8/21 14:57,sad4,angry5,Sad_2_pause_2,option1,en,Sometimes,Rarely,Rarely
1044,67978,04bc17af-825d-4c9e-acec-bc3fdf90276d,m,25-null,2.542465753,3/8/21 14:57,sad2,scared1,Sad_1_pause_2,option1,en,Sometimes,Rarely,Rarely
1045,67978,04bc17af-825d-4c9e-acec-bc3fdf90276d,m,26-null,2.542465753,3/8/21 14:57,angry4,happy4,Happy_1_pause_2,option2,en,Sometimes,Rarely,Rarely
1046,67978,04bc17af-825d-4c9e-acec-bc3fdf90276d,m,27-null,2.542465753,3/8/21 14:57,happy5,scared6,Happy_2_pause_2,option1,en,Sometimes,Rarely,Rarely
1047,67978,04bc17af-825d-4c9e-acec-bc3fdf90276d,m,28-null,2.542465753,3/8/21 14:57,angry3,happy1,Angry_1_pause_2,option1,en,Sometimes,Rarely,Rarely
1048,67978,04bc17af-825d-4c9e-acec-bc3fdf90276d,m,29-null,2.542465753,3/8/21 14:57,happy2,sad6,Sad_2_pause_2,option2,en,Sometimes,Rarely,Rarely
1049,67978,04bc17af-825d-4c9e-acec-bc3fdf90276d,m,30-null,2.542465753,3/8/21 14:57,angry2,sad2,Angry_2_pause_2,option2,en,Sometimes,Rarely,Rarely
1050,67978,04bc17af-825d-4c9e-acec-bc3fdf90276d,m,31-null,2.542465753,3/8/21 14:57,scared5,angry4,Angry_2_pause_2,option1,en,Sometimes,Rarely,Rarely
1051,67978,04bc17af-825d-4c9e-acec-bc3fdf90276d,m,32-null,2.542465753,3/8/21 14:57,happy6,angry5,Angry_1_pause_2,option2,en,Sometimes,Rarely,Rarely
1052,67978,04bc17af-825d-4c9e-acec-bc3fdf90276d,m,33-null,2.542465753,3/8/21 14:57,scared4,angry6,Angry_2_pause_2,I_dont_know,en,Sometimes,Rarely,Rarely
1053,67978,04bc17af-825d-4c9e-acec-bc3fdf90276d,m,34-null,2.542465753,3/8/21 14:57,sad3,angry2,Sad_1_pause_2,I_dont_know,en,Sometimes,Rarely,Rarely
1054,71326,5c15e710-81ec-456f-b4e5-3cdbcc40d0ae,f,11-null,2.632876712,3/17/21 23:42,angry6,scared2,Angry_1_pause_2,option1,en es,Sometimes,Often,Often
